USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
013750,99999,KVITFJELL,NO,,,+61.467,+010.133,+1028.0,19730101,20150513
013755,99999,GULLFAX (PLATFORM),NO,,ENGC,+61.033,+002.033,+0010.0,19891115,20150512
013760,99999,GULSVIK II,NO,,,+60.383,+009.600,+0142.0,19730101,20150513
013780,99999,LILLEHAMMER-SAETHERENGEN,NO,,,+61.100,+010.467,+0239.0,19730101,20150513
013790,99999,SOR-NESSET,NO,,,+61.883,+010.150,+0739.0,19730101,20051209
013800,99999,VENABU,NO,,,+61.650,+010.117,+0930.0,19850110,20150513
013801,99999,KITTILBU,NO,,,+61.167,+009.967,+0816.0,19741114,19840827
013810,99999,APELSVOLL,NO,,,+60.700,+010.867,+0264.0,20111003,20150513
013820,99999,KISE,NO,,,+60.767,+010.800,+0128.0,19730101,20150513
013830,99999,EVENSTAD-OVERENGET,NO,,,+61.400,+011.150,+0255.0,19730101,20150513
013839,99999,HAMAR / STAFSBERG,NO,,ENHA,+60.817,+011.067,+0223.0,19870205,19900222
013840,99999,GARDERMOEN,NO,,ENGM,+60.194,+011.100,+0207.6,19400511,20150513
013850,99999,HAMER,NO,,,+60.817,+011.067,+0222.3,20061024,20150513
013860,99999,HAMAR II,NO,,,+60.800,+011.100,+0132.0,20090701,20150513
013870,99999,FAVANG,NO,,,+61.450,+010.183,+0200.0,20110929,20150513
013890,99999,RENA AP,NO,,,+61.183,+011.367,+0255.7,19730101,20150513
013910,99999,FLISA,NO,,,+60.617,+012.017,+0188.0,19730101,20050331
013920,99999,FLISA II,NO,,,+60.617,+012.017,+0185.0,20050218,20150513
013930,99999,DREVSJO,NO,,,+61.883,+012.033,+0673.5,19730101,20150513
013970,99999,TRYSIL VEGSTASJON,NO,,,+61.300,+012.267,+0361.4,19730101,20150513
014000,99999,EKOFISK,NO,,,+56.900,+003.350,+0052.0,19981223,20150513
014010,99999,FRIGG,NO,,,+59.983,+002.250,+0048.0,20010601,20060718
014030,99999,UTSIRA FYR,NO,,,+59.300,+004.867,+0056.3,19280102,20150513
014033,99999,EKOFISK OIL PLTFRM,NO,,ENEK,+56.550,+003.250,+0003.0,19810506,20150513
014035,99999,KARMOY,NO,,,+59.350,+005.217,+0023.0,19751101,19840807
014060,99999,SLATTEROY FYR,NO,,,+59.917,+005.067,+0016.0,19730101,20150513
014080,99999,KARMOY,NO,,ENHD,+59.345,+005.208,+0026.2,19840909,20150513
014090,99999,SKUDENES,NO,,,+59.150,+005.250,+0007.0,20050218,20051028
014110,99999,KVITSOY - NORDBO,NO,,,+59.067,+005.417,+0022.0,20050612,20150513
014120,99999,OBRESTAD,NO,,,+58.650,+005.567,+0026.0,19730101,20150513
014130,99999,SAERHEIM,NO,,,+58.750,+005.650,+0087.0,20110928,20150513
014140,99999,ROVER,NO,,,+59.433,+005.067,+0025.0,19890520,20150513
014150,99999,SOLA,NO,,ENZV,+58.877,+005.638,+0008.8,19400410,20150513
014160,99999,STAVANGER VAALAND,NO,,,+58.950,+005.733,+0072.0,20080724,20150513
014170,99999,NEDRE VATS,NO,,,+59.483,+005.750,+0065.0,19730103,20150513
014180,99999,AUSTEVOLL,NO,,,+60.017,+005.200,+0032.0,19730101,20150513
014190,99999,LIARVATN,NO,,,+59.050,+006.117,+0300.0,20100702,20150513
014211,99999,INDRE MATRE,NO,,,+59.850,+006.000,+0024.0,20020314,20020314
014220,99999,FISTER SIGMUNDSTAD,NO,,,+59.167,+006.033,+0025.0,20070605,20150513
014230,99999,FISTER-TONNEVIK,NO,,,+59.167,+006.050,+0050.0,19730101,20070529
014240,99999,SAUDA,NO,,,+59.650,+006.367,+0006.0,19730101,20150513
014250,99999,EIK HOVE,NO,,,+58.517,+006.517,+0066.0,19730101,20150513
014260,99999,EIGEROYA,NO,,,+58.433,+005.867,+0049.0,20040425,20150513
014270,99999,LISTA FYR,NO,,,+58.117,+006.567,+0014.0,19280101,20150513
014280,99999,LISTA,NO,,ENLI,+58.099,+006.626,+0008.8,19730101,20070813
014281,99999,ULA OIL PLATFORM,NO,,ENLA,+59.111,+002.846,+0094.0,20130806,20150513
014300,99999,MANDAL II,NO,,,+58.017,+007.450,+0138.0,19730101,20150513
014310,99999,SIRDAL-SINNES,NO,,,+58.933,+006.917,+0557.0,20070806,20150513
014320,99999,SIRDAL-TJORHOM,NO,,,+58.883,+006.850,+0500.0,19741114,20100331
014321,99999,FIDJELAND,NO,,,+58.967,+006.933,+0568.0,20070307,20070307
014330,99999,MIDTLAEGER,NO,,,+59.833,+006.983,+1081.0,19730101,20150512
014340,99999,VAAGSLI,NO,,,+59.767,+007.367,+0822.0,20040406,20150513
014350,99999,HAUKELISETER TESTFELT,NO,,,+59.817,+007.217,+0989.5,19850111,20150513
014360,99999,LINDESNES FYR,NO,,,+57.983,+007.050,+0013.0,19730101,20150513
014390,99999,KONSMO-HOYLAND,NO,,,+58.250,+007.317,+0260.0,19730101,20150512
014400,99999,BLASJO,NO,,,+59.333,+006.867,+1104.6,19730101,20150304
014410,99999,HOVDEN-LUNDANE,NO,,,+59.583,+007.383,+0836.0,19830101,20150513
014420,99999,BYGLANDSFJORD,NO,,,+58.667,+007.800,+0211.0,19730101,20150513
014440,99999,VALLE,NO,,,+59.200,+007.517,+0302.0,20110926,20150513
014450,99999,SKAFSA,NO,,,+59.450,+008.000,+0077.0,19730101,19891113
014460,99999,OYFJELL-TROVATN,NO,,,+59.567,+008.200,+0714.0,19830101,20040731
014470,99999,HOYDALSMO II,NO,,,+59.500,+008.200,+0562.0,20061121,20150513
014480,99999,OKSOY FYR,NO,,,+58.067,+008.050,+0008.0,19490101,20150513
014490,99999,GJERSTAD,NO,,,+58.867,+009.033,+0032.0,20120105,20150513
014500,99999,MOSSTRAND II,NO,,,+59.833,+008.183,+0977.0,19730101,20150513
014520,99999,KJEVIK,NO,,ENCN,+58.204,+008.085,+0017.4,19400501,20150513
014530,99999,HYNNEKLEIV,NO,,,+58.600,+008.417,+0162.0,20120105,20150513
014550,99999,TVEITSUND,NO,,,+59.033,+008.517,+0252.0,19730101,20150513
014590,99999,NELAUG,NO,,,+58.650,+008.633,+0142.0,19730101,20150512
014600,99999,GULLHOLMEN,NO,,,+59.433,+010.583,+0014.0,20121102,20150513
014611,99999,GAUSTATOPPEN,NO,,,+59.850,+008.650,+1803.7,20140605,20150513
014620,99999,PORSGRUNN,NO,,,+59.083,+009.667,+0090.0,20130729,20150513
014630,99999,AS,NO,,,+59.650,+010.767,+0089.0,20110929,20150513
014640,99999,LANDVIK,NO,,,+58.333,+008.517,+0006.0,20110928,20150513
014650,99999,TORUNGEN FYR,NO,,,+58.400,+008.783,+0015.0,19730101,20150513
014660,99999,KJELLER AP,NO,,,+59.967,+011.033,+0109.0,20110928,20150513
014670,99999,LYNGOR FYR,NO,,,+58.633,+009.150,+0005.0,19730101,20150513
014680,99999,KONGSVINGER,NO,,,+60.183,+012.000,+0148.0,20061003,20150513
014690,99999,HONEFOSS-HOYBY,NO,,,+60.167,+010.250,+0140.0,20050719,20150513
014700,99999,GVARV,NO,,,+59.383,+009.200,+0093.0,19730101,20150513
014703,99999,NOTODDEN,NO,,ENNO,+59.566,+009.212,+0019.2,19901019,20150512
014710,99999,VEGGLI II,NO,,,+60.050,+009.150,+0275.0,20061003,20150513
014730,99999,KONGSBERG BRANNSTASJON,NO,,,+59.617,+009.633,+0173.0,20040510,20150513
014740,99999,LYNGDAL I NUMEDAL,NO,,,+59.900,+009.533,+0294.0,19730101,20060831
014750,99999,SKIEN-GEITERYGGEN,NO,,ENSN,+59.183,+009.567,+0141.0,19850717,20050405
014760,99999,JOMFRULAND FYR,NO,,,+58.850,+009.550,+0005.0,19730101,20150513
014770,99999,KONNERUD,NO,,,+59.717,+010.150,+0193.0,19730101,20150512
014780,99999,SVENNER LH,NO,,,+58.967,+010.150,+0015.0,19730101,20150513
014800,99999,DRAMMEN BERSKOG,NO,,,+59.750,+010.133,+0008.0,20050218,20150513
014810,99999,MELSOM,NO,,,+59.233,+010.350,+0026.0,19740519,20150513
014820,99999,FERDER LH,NO,,,+59.033,+010.517,+0007.7,19310101,20150513
014825,99999,TORP,NO,,ENTO,+59.187,+010.259,+0087.2,20050329,20150513
014830,99999,TORP,NO,,,+59.183,+010.267,+0088.0,19730101,20100310
014840,99999,AURSKOG,NO,,,+59.917,+011.583,+0128.0,19730101,20150513
014843,99999,OSEBERG,NO,,ENOA,+59.317,+010.450,+0015.0,19901019,20150512
014850,99999,DANDE-GALLEBERG,NO,,,+59.617,+010.217,+0060.0,20110928,20150513
014860,99999,ASKER,NO,,,+59.850,+010.433,+0163.0,20040510,20150513
014870,99999,ALNA,NO,,,+59.933,+010.833,+0090.0,20040924,20150513
014880,99999,HAKADAL,NO,,,+60.117,+010.833,+0170.0,19400407,20150513
014881,99999,OSLO/FORNEBU,NO,,ENFB,+59.900,+010.617,+0017.0,20101123,20150513
014890,99999,BJORNHOLT,NO,,,+60.050,+010.683,+0360.0,20110928,20150513
014900,99999,TRYVANNSHOGDA,NO,,,+59.983,+010.683,+0528.0,19730101,20150513
014920,99999,OSLO-BLINDERN,NO,,,+59.950,+010.717,+0097.0,19730803,20150513
014930,99999,SARPSBORG,NO,,,+59.283,+011.117,+0057.0,20040510,20150513
014940,99999,RYGGE,NO,,ENRY,+59.379,+010.786,+0053.0,19730101,20150513
014950,99999,STROMTANGEN FYR,NO,,,+59.150,+010.833,+0010.0,20040406,20150513
014960,99999,HOLAND-FOSSER,NO,,,+59.817,+011.483,+0154.0,19730101,20071020
014970,99999,PRESTEBAKKE,NO,,,+59.000,+011.533,+0157.0,19730101,20100409
014980,99999,MAGNOR,NO,,,+59.967,+012.217,+0153.0,19830101,20050831
014983,99999,STATFJORD OIL RIG &,NO,,,,,,19821204,19841127
014990,99999,VAEROY,NO,,,,,,19860916,19900322
014993,99999,VAEROY,NO,,ENVY,,,,19880105,19900716
015000,99999,RAKKESTAD,NO,,,+59.383,+011.383,+0100.0,20090708,20091216
020001,99999,LJUNGBYHED,SW,,ESTL,+56.083,+013.213,+0042.7,20040510,20150513
020120,99999,RITSEM,SW,,,+67.733,+017.467,+0521.0,19810801,20050924
020130,99999,RITSEM,SW,,,+67.733,+017.467,+0533.0,20010601,20150513
020180,99999,SUORVA,SW,,,+67.533,+018.233,+0415.0,19350101,19381231
020190,99999,KATTERJAKK A,SW,,,+68.417,+018.167,+0516.0,20081027,20150513
020200,99999,KATTERJAKK,SW,,,+68.417,+018.167,+0517.0,19770701,20150512
020220,99999,ABISKO,SW,,,+68.350,+018.817,+0394.0,20011107,20051228
020230,99999,TORNEHAMN (AUT),SW,,,+68.433,+018.633,+0512.0,19860427,20050526
020240,99999,STORA SJOFALLET,SW,,,+67.500,+018.300,+0425.0,20010601,20150513
020260,99999,ALUOKTA,SW,,,+67.317,+018.883,+0385.0,20021023,20050930
020290,99999,TARFALA,SW,,,+67.917,+018.600,+1146.0,20010601,20150513
020310,99999,RENSJON,SW,,,+68.067,+019.833,+0493.0,20010601,20150513
020320,99999,TORNETRASK LAKE,SW,,,+68.217,+019.717,+0393.0,19770701,20030909
020360,99999,NIKKALUOKTA,SW,,,+67.850,+019.033,+0468.0,19770701,20150513
020380,99999,LATNIVAARA,SW,,,+67.250,+020.267,+0453.0,20010601,20150513
020430,99999,ESRANGE,SW,,,+67.933,+021.067,+0341.0,19940301,19990630
020440,99999,KIRUNA,SW,,ESNQ,+67.822,+020.337,+0459.6,19770701,20150513
020450,99999,KIRUNA-SOL,SW,,,+67.833,+020.417,+0424.0,19950401,20030922
020480,99999,MALMBERGET,SW,,,+67.167,+020.667,+0375.0,19350101,19910505
020490,99999,GALLIVARE,SW,,ESNG,+67.132,+020.815,+0313.0,19790803,20150513
020500,99999,RIKSGRANSEN,SW,,,+68.417,+018.117,+0508.0,19350101,19770630
020510,99999,KARESUANDO,SZ,,,+68.450,+022.500,+0327.1,19550101,19591231
020520,99999,KVIKKJOKK         &,SW,,,+66.950,+017.750,+0337.0,19550101,19770630
020530,99999,MALMBERGET,SW,,,+67.133,+020.667,+0365.0,19550101,19770630
020540,99999,NEDRE SOPPERO,SW,,,+68.050,+021.750,+0360.0,19550101,20150505
020550,99999,NAIMAKKA,SW,,,+68.683,+021.533,+0402.0,19730101,20150513
020560,99999,STENSELE,SZ,,,+65.067,+017.167,+0330.1,19550101,19591231
020570,99999,KALLAX/LULEA (AFB),SW,,ESPA,+65.550,+022.133,+0017.0,19550101,19770630
020580,99999,HAPARANDA         &,SW,,,+65.833,+024.150,+0007.0,19730101,19770630
020590,99999,GADDEDE,SW,,,+64.500,+014.133,+0318.0,19550101,19770630
020600,99999,NAIMAKKA,SW,,,+68.683,+021.533,+0403.0,19550101,20041021
020620,99999,OSTERSUND FROSON AB,SW,,,+63.183,+014.500,+0376.0,19550101,20050815
020630,99999,ASELE,SW,,,+64.167,+017.367,+0329.0,19550101,19770630
020640,99999,SAITTAROVA,SW,,,+67.333,+022.233,+0240.0,19730101,20150513
020650,99999,SVEG              &,SW,,,+62.033,+014.367,+0360.0,19550101,19770630
020660,99999,SUNDSVALL/HARNOSAND,SW,,ESNN,+62.533,+017.450,+0004.0,19550101,19770630
020670,99999,SARNA,SW,,,+61.683,+013.133,+0505.0,19550103,19770630
020680,99999,DELSBO,SW,,,+61.800,+016.567,+0093.0,19350101,19770630
020690,99999,SODERHAMN (SWE-AFB),SW,,ESCL,+61.267,+017.100,+0026.0,19550101,19770630
020700,99999,GUSTAVSFORS       &,SW,,,+60.150,+013.800,+0198.0,19730101,19770630
020710,99999,NORRKOPING-SOL,SW,,,+58.583,+016.150,+0058.0,19550101,19591231
020711,99999,BORLANGE,SW,,,+60.417,+015.517,+0153.0,19730101,19730121
020720,99999,PARKALOMPOLO,SW,,,+67.733,+022.833,+0313.0,20010601,20150513
020730,99999,KARLSTAD          &,SW,,ESSQ,+59.367,+013.467,+0046.0,19550101,19770630
020740,99999,OREBRO/EKEBY,SW,,,+59.267,+015.333,+0033.0,19730101,19770630
020750,99999,VASTERAS/HASSLO AFB,SW,,ESCD,+59.583,+016.633,+0006.0,19730101,19770630
020760,99999,UPPSALA           &,SW,,ESCM,+59.883,+017.600,+0021.0,19730101,19770630
020770,99999,STOCKHOLM/BROMMA  &,SW,,ESSB,+59.350,+017.950,+0015.0,19550101,19770630
020790,99999,SATENAS (SWE-AFB),SW,,ESIB,+58.433,+012.700,+0054.0,19730101,19770630
020800,99999,KARESUANDO,SW,,,+68.450,+022.450,+0331.0,19350101,20120831
020810,99999,KARESUANDO,SW,,,+68.450,+022.450,+0330.0,19550101,20150513
020820,99999,LANDSORT          &,SW,,,+58.750,+017.867,+0032.0,19730101,19770630
020830,99999,GOTSKA SANDON     &,SW,,,+58.400,+019.200,+0012.0,19730101,19770630
020840,99999,LANNAVAARA        &,SW,,,+68.050,+022.000,+0360.0,19550101,20040507
020850,99999,RANGEDALA (AUTO),SW,,,+57.717,+013.117,+0259.0,19730101,19770630
020860,99999,LAINIO,SW,,,+67.767,+022.350,+0317.0,19550101,20050317
020870,99999,JONKOPING         &,SW,,ESSJ,+57.767,+014.083,+0226.0,19550101,19770630
020880,99999,KOMPELUSVAARA,SW,,,+67.083,+022.217,+0263.0,19730101,20020521
020890,99999,OLANDS NORRA UDDE &,SW,,,+57.367,+017.100,+0004.0,19730101,19770630
020900,99999,VISBY             &,SW,,ESSV,+57.667,+018.350,+0051.0,19550101,19770630
020910,99999,VISBY-SOL,SW,,,+57.667,+018.350,+0049.0,19730101,19770630
020920,99999,MUODOSLOMPOLO,SW,,,+67.950,+023.467,+0240.0,19730101,20040917
020930,99999,VAXJO             &,SW,,,+56.867,+014.800,+0166.0,19730101,19770630
020940,99999,UNGSKAR,SW,,,+56.033,+015.800,+0001.0,19550101,19770630
020950,99999,PAJALA,SW,,,+67.200,+023.383,+0171.0,19550101,20150513
020960,99999,PAJALA,SW,,,+67.217,+023.400,+0168.0,19550101,20080218
020970,99999,MALMO /BULLTOFTON,SZ,,,+55.600,+013.067,+0014.9,19550101,19740702
020980,99999,MALMO/STURUP,SW,,ESMS,+55.550,+013.367,+0072.0,19730101,19770630
020990,99999,YSTAD             &,SW,,,+55.433,+013.833,+0034.0,19730101,19770630
021000,99999,NAIMAKKA,SW,,,+68.683,+021.533,+0403.0,19730101,19770630
021010,99999,HEMAVAN,SW,,ESUT,+65.806,+015.083,+0458.1,19730102,20150513
021020,99999,STEKENJOKK,SW,,,+65.100,+014.517,+1036.0,19581101,20150513
021030,99999,HEMAVAN-GIEREVARTO,SW,,,+65.783,+015.067,+0793.0,19871118,20150513
021040,99999,HEMAVAN,SW,,,+65.817,+015.083,+0485.0,19770701,20080218
021050,99999,ABELVATTNET,SW,,,+65.533,+014.983,+0670.0,19730101,20040221
021060,99999,JOKKMOKK (SWE-AFB),SW,,,+66.600,+019.833,+0256.0,19730101,19770630
021080,99999,KLIMPFJALL,SW,,,+65.067,+014.800,+0593.0,19770701,20050921
021090,99999,ABRAUR,SW,,,+65.900,+019.100,+0342.0,19730102,19770630
021100,99999,GIELAS,SW,,,+65.333,+015.067,+0577.0,19870518,20150513
021110,99999,VIDSEL (SWE-AFB),SW,,ESPE,+65.867,+020.133,+0180.0,19730102,19770630
021120,99999,SYLARNA,SW,,,+63.050,+012.267,+1035.0,19770701,20040821
021140,99999,NORRAKER,SW,,,+64.450,+015.600,+0346.0,19750807,19770630
021150,99999,STORLIEN-VISJOVALE&,SW,,,+63.300,+012.133,+0640.0,19550101,19770630
021160,99999,MORSIL,SW,,,+63.317,+013.650,+0400.0,19730101,20050221
021170,99999,NORDMALING,SW,,,+63.567,+019.500,+0006.0,19550101,19770630
021180,99999,DIKANAS/SKANSNAS,SW,,,+65.317,+016.033,+0525.0,19730101,20050121
021190,99999,KVIKKJOKK ARRENJARKA,SW,,,+66.883,+018.017,+0320.0,19730101,20150513
021200,99999,KVIKKJOKK-ARRENJARKA,SW,,,+66.883,+018.017,+0315.0,19350101,20130331
021205,99999,STORUMAN,SW,,ESUD,+64.961,+017.697,+0278.9,20050419,20150513
021210,99999,MIERKENIS,SW,,,+66.683,+016.117,+0615.0,20010601,20150513
021220,99999,STENUDDEN,SW,,,+66.533,+017.667,+0453.0,19790802,20040321
021230,99999,JAKKVIK,SW,,,+66.317,+017.100,+0552.0,19730101,20150513
021240,99999,ARJEPLOG,SW,,,+66.050,+017.833,+0432.0,19770405,20150513
021250,99999,OSTMARK,SW,,,+60.317,+012.700,+0178.0,19730101,19770630
021260,99999,GUNNARN,SW,,,+65.017,+017.700,+0251.0,19730101,20150513
021270,99999,STENSELE,SW,,,+65.067,+017.167,+0327.0,19310103,20050823
021280,99999,GUNNARN,SW,,ESPD,+65.000,+017.700,+0283.0,19730101,20130402
021290,99999,GUNNARN SOL (AUT),SW,,,+64.967,+017.700,+0278.0,19730101,19861125
021300,99999,ROPARUDDEN,SW,,,+66.483,+016.417,+0481.0,19730101,20150513
021310,99999,ARVIKA,SW,,,+59.667,+012.583,+0075.0,19730101,19770630
021330,99999,SNAVLUNDA,SW,,,+58.967,+014.900,+0144.0,19730101,19770630
021350,99999,BURESJON,SW,,,+65.567,+017.867,+0393.0,19730101,20150513
021360,99999,STORBERG,SW,,,+65.500,+018.950,+0454.0,20030519,20040829
021380,99999,GRUNDKALLEN,SW,,,+60.500,+018.867,+0023.0,19730101,19770630
021410,99999,TJAKAAPE,SW,,,+66.317,+019.217,+0582.0,19730101,20150513
021420,99999,JOKKMOKK,SW,,ESNJ,+66.496,+020.147,+0275.5,19770701,20000510
021430,99999,PALJAMYREN,SW,,,+66.217,+019.133,+0570.0,19730101,20030731
021440,99999,ABRAUR,SW,,,+65.983,+018.933,+0374.0,19770701,20040626
021450,99999,TELLEJAUR,SW,,,+66.150,+019.633,+0436.0,20030725,20040322
021460,99999,VAJMAT,SW,,,+66.500,+019.683,+0324.0,20010701,20150513
021470,99999,MALA-BRANNAN,SW,,,+65.150,+018.600,+0363.0,19730101,20150513
021480,99999,NORRKOPING/BRAVALLA,SW,,ESCK,+58.617,+016.117,+0027.0,19730101,19770630
021490,99999,ARVIDSJAUR,SW,,,+65.600,+019.267,+0384.0,20010701,20150513
021500,99999,NYKOPING/SKAVST AFB,SW,,ESCJ,+58.783,+016.917,+0042.0,19730101,19770630
021510,99999,JOKKMOKK FPL,SW,,,+66.483,+020.167,+0275.0,19730101,20150513
021520,99999,SUDOK,SW,,,+66.300,+020.417,+0174.0,19730101,20050919
021540,99999,VIDSEL,SW,,ESPE,+65.875,+020.150,+0182.0,19770701,20150513
021550,99999,HAGSHULT (SWE-AFB),SW,,ESMV,+57.300,+014.133,+0169.0,19550101,19770630
021560,99999,STENSJON (AUT),SW,,,+63.967,+013.717,+0680.0,19770701,20031028
021580,99999,FALLFORS,SW,,,+65.133,+020.783,+0190.0,19790726,20020807
021590,99999,FALLFORS,SW,,ESUF,+65.120,+020.770,+0195.0,19960801,20050629
021600,99999,NATTAVAARA,SW,,,+66.750,+021.050,+0327.0,20010829,20050307
021610,99999,NATTAVAARA,SW,,,+66.750,+020.933,+0327.0,19730101,20150513
021620,99999,MARKARYD,SW,,,+56.467,+013.650,+0118.0,19730101,19770630
021630,99999,LJUNGBYHED(SWE-AFB),SW,,ESDA,+56.083,+013.233,+0043.0,19730101,19770630
021640,99999,PALKEM,SW,,,+66.383,+021.633,+0263.0,19730501,20030719
021660,99999,RONNEBY (SWE-AFB),SW,,ESDF,+56.267,+015.283,+0058.0,19730101,19770630
021670,99999,FALSTERBO (LGT-H),SW,,,+55.383,+012.817,+0005.0,19730101,19770630
021690,99999,HEDEN,SW,,ESPJ,+65.867,+021.450,+0036.0,20020530,20020801
021700,99999,SAVAST,SW,,,+65.750,+021.767,+0012.0,20101117,20150513
021710,99999,BODEN,SW,,,+65.817,+021.633,+0018.0,19790802,20150513
021720,99999,ALVSBYN,SW,,,+65.683,+020.967,+0050.0,19790710,19791123
021730,99999,ALVSBYN,SW,,,+65.667,+021.067,+0043.0,20010701,20150513
021740,99999,LAKATRASK,SW,,,+66.283,+021.133,+0186.0,20010701,20150513
021760,99999,PITE-RONNSKAR,SW,,,+65.033,+021.567,+0004.0,19970901,20150513
021810,99999,OVERKALIX SVARTBYN,SW,,,+66.267,+022.850,+0062.0,19960801,20150513
021820,99999,OVERKALIX,SW,,,+66.267,+022.833,+0047.0,19790803,20020602
021830,99999,LULEA-SOL,SW,,,+65.550,+022.117,+0032.0,20040802,20041020
021840,99999,PAHAROVA,SW,,,+66.817,+022.333,+0229.0,20010701,20150513
021850,99999,LULEA-KALLAX,SW,,,+65.550,+022.133,+0034.0,20010402,20011008
021860,99999,KALLAX,SW,,ESPA,+65.544,+022.122,+0019.8,19770701,20150513
021880,99999,RODKALLEN,SW,,,+65.317,+022.383,+0002.0,19730101,20150513
021900,99999,KORPILOMBOLO,SW,,,+66.850,+023.033,+0180.0,20010716,20040402
021910,99999,STORON,SW,,,+65.700,+023.100,+0004.0,20010701,20150513
021960,99999,HAPARANDA,SW,,,+65.833,+024.150,+0006.0,19310101,20121231
021970,99999,HAPARANDA,SW,,,+65.817,+024.117,+0016.0,20081027,20150513
021990,99999,YLINENJARVI,SW,,,+66.617,+023.467,+0132.0,20010701,20150513
022000,99999,EDEVIK,SW,,,+63.983,+012.867,+0425.0,19770701,20041225
022020,99999,TORNETRASK LAKE,SW,,,+68.217,+019.717,+0393.0,19730101,19770630
022040,99999,NIKKALUOKTA,SW,,,+67.850,+019.033,+0470.0,19730101,19770630
022060,99999,STORLIEN-STORVALLEN,SW,,,+63.283,+012.133,+0583.0,19350101,20130228
022070,99999,STORLIEN-VISJOVALEN A,SW,,,+63.283,+012.117,+0583.0,19730101,20150513
022090,99999,SYLARNA,SW,,,+63.050,+012.283,+1030.0,19730101,20150513
022100,99999,BLAHAMMAREN,SW,,,+63.183,+012.167,+1090.0,20100920,20150513
022150,99999,ARESKUTAN,SW,,,+63.433,+013.083,+1280.0,19970901,20040822
022160,99999,MATTMAR,SW,,,+63.300,+013.883,+0365.0,19730101,20150513
022170,99999,ARE,SW,,,+63.367,+013.167,+0435.0,20010701,20150513
022180,99999,MORSIL,SW,,,+63.317,+013.650,+0400.0,19730105,20050924
022190,99999,GADDEDE A,SW,,,+64.500,+014.217,+0550.0,20080301,20150513
022210,99999,KORSVATTNET,SW,,,+63.833,+013.500,+0717.0,19971201,20150513
022220,99999,GADDEDE,SW,,,+64.500,+014.167,+0330.0,19770701,20080218
022230,99999,STEMSJON (AUT),SW,,,+63.967,+013.717,+0680.0,19730101,19770630
022240,99999,FOLLINGE-VAGSKALET,SW,,,+63.767,+014.433,+0475.0,20020609,20020609
022260,99999,OSTERSUND,SW,,ESNZ,+63.200,+014.500,+0376.0,19350101,20150513
022271,99999,KALIX,SW,,,+65.850,+023.133,+0007.0,20070307,20070307
022280,99999,EDEVIK,SW,,,+64.050,+012.950,+0453.0,19730101,19770630
022290,99999,OSTERSUND-SOL,SW,,,+63.200,+014.483,+0374.0,19970901,20050729
022300,99999,GUBBHOGEN,SW,,,+64.217,+015.550,+0310.0,19730101,20150513
022310,99999,FOLLINGE,SW,,,+63.683,+014.600,+0362.0,20010701,20150513
022320,99999,NORRAKER,SW,,,+64.433,+015.633,+0346.0,19770701,20040903
022330,99999,SAXNAS,SW,,,+64.967,+015.383,+0545.0,20010701,20150513
022340,99999,STROMSUND,SW,,,+63.867,+015.583,+0373.0,19790105,19951130
022360,99999,HALLHAXASEN,SW,,,+63.767,+015.333,+0376.0,19770701,20150513
022420,99999,HOTING,SW,,,+64.083,+016.233,+0241.0,19730101,20150513
022430,99999,JUNSELE,SW,,,+63.683,+016.950,+0214.0,19730101,20150513
022440,99999,JUNSELE,SW,,,+63.683,+016.950,+0217.0,19960201,20080218
022450,99999,VILHELMINA,SW,,,+64.583,+016.850,+0349.0,19960801,20150513
022455,99999,LYCKSELE,SW,,ESNL,+64.548,+018.716,+0214.9,19980408,20150513
022470,99999,KRANGEDE,SW,,,+63.150,+016.167,+0184.0,19730101,20150513
022480,99999,KRANGEDE,SW,,,+63.167,+016.167,+0223.0,19770704,20050218
022510,99999,STORSJO KAPELL,SW,,,+62.800,+013.067,+0575.0,19730101,19770630
022520,99999,IDVATTNET,SW,,,+64.450,+017.083,+0353.0,19830201,20040922
022540,99999,ASELE,SW,,,+64.167,+017.317,+0308.0,19770701,20150513
022550,99999,FRANSTA,SW,,,+62.500,+016.183,+0075.0,19730101,19770630
022560,99999,RISTRASK,SW,,,+64.733,+017.400,+0575.0,20010701,20150513
022570,99999,FLOTNINGEN,SW,,,+61.850,+012.267,+0670.0,19730101,19770630
022580,99999,VINDEL-BJORKHEDEN,SW,,,+65.817,+016.717,+0352.0,20011104,20041216
022590,99999,KRAMFORS SOLLEFTEA,SW,,ESNK,+63.049,+017.769,+0010.4,19770701,20150513
022600,99999,VASTMARKUM,SW,,,+63.133,+018.250,+0143.0,19730101,20150513
022610,99999,LYCKSELE,SW,,,+64.550,+018.717,+0211.0,19730101,20150513
022620,99999,VUOGGATJALME,SW,,,+66.567,+016.350,+0500.0,19730101,20040306
022630,99999,FREDRIKA,SW,,,+64.083,+018.367,+0327.0,20010701,20150513
022640,99999,FREDRIKA,SW,,,+64.083,+018.417,+0300.0,19730101,20021028
022650,99999,HEMLING,SW,,,+63.650,+018.550,+0183.0,20010701,20150513
